"rest_id","phrase","pro_con","aspect_type","score"
200,"Duck confit melts in your mouth","+","U",1
200,"Everything was just fine","+","U",1
200,"Experience the dining room that's comfortable, classy, romantic, simple and elegant","+","U",5
200,"Famous roast chicken which was stellar","+","U",10
200,"Food was tasty","+","U",8
200,"Roast chicken was savory, flavorful, crispy, moist, and simply divine","+","U",1
200,"Service was perfectly","+","U",1
200,"The halibut and she reported that fishy taste","+","U",9
200,"The portions are very generous","+","U",1
200,"The service was excellent even though our table was too close to the waiters service station","+","U",7
200,"The service was friendly and down to earth, and helped us","+","U",6
201,"Appetizer choices are plentiful","+","U",9
201,"Basement is a techno hell with an uneven floor","+","U",1
201,"Front was pretty stupid and was like "" should she wait 3 minutes","+","U",1
201,"Kells is a place where gross","+","U",1
201,"Mix of irish decor, nightclub ambiance","+","U",6
201,"Pretending to be trendy urban","+","U",1
201,"Really cool place","+","U",1
201,"The music is meh","+","U",8
201,"This place is the most culturally confused","+","U",7
201,"Vegetable lomein is good","+","U",10
202,"Branded goods are surprisingly good","+","U",8
202,"I am now getting all my produce","+","U",9
202,"Ok this place is cheap","+","U",6
202,"Prices are great","+","U",10
202,"This is the best place in the area","+","U",1
202,"This place is awesome awesome","+","U",7
203,"Carrots are tasty","+","U",1
203,"Chicken was dry first","+","U",10
203,"Food is good","+","U",1
203,"Fresh squeezed oj is so delicious","+","U",1
203,"Lettuce, hot sauce, guac, sour cream, jalapeno's - they're all solid 4","+","U",1
203,"Meats and fillings are really good","+","U",1
203,"Quesadilla's are amazing","+","U",8
203,"Salsa is delish","+","U",9
203,"Tortilla is perfectly crisped and the cheese melted and dispersed evenly through the quesadilla","+","U",1
204,"Delicious tapa dish melts","+","U",8
204,"Dish was good but it was not a true tagine","+","U",1
204,"Food is a bit pricey","+","U",9
204,"Food overall is very good","+","U",1
204,"Food, most excellent choices were the oysters, fried artichokes, potato croquettes and the eggplant napoleon","+","U",1
204,"It is absolutely delicious","+","U",1
204,"Lighting is just so, the music is relaxing","+","U",5
204,"Our waitress was attentive without being annoying","+","U",1
204,"Seafood dishes were by far","+","U",10
204,"Servers are dressed in vintage evening wear, the atmosphere is smoky","+","U",7
204,"The wait was almost two hours, the staff was great about it","+","U",6
204,"This place is a lot of fun","+","U",1
205,"English muffins are homemade and simply buttery and delicious","+","U",1
205,"I enjoyed the special cucumber salad and my mini carrot cake","+","U",8
205,"Latte i ordered was tasty","+","U",1
205,"Muffin was excellent","+","U",9
205,"Nice classic decor","+","U",1
205,"Order was very nice and friendly","+","U",1
205,"Salads are pre-made","+","U",1
205,"Sandwich was warm","+","U",10
205,"Service is fast","+","U",6
205,"Tender sweet potato and vinagrette","+","U",1
205,"The decor makes the place because it's adorable to people watch if you sit on the balcony","+","U",5
205,"This place is great","+","U",7
206,"Drip coffee was good","+","U",1
206,"Food is pretty","+","U",1
206,"Love this place","+","U",7
206,"Pesto were all super fresh","+","U",1
206,"Seating area is really cute","+","U",6
206,"Story sandwich is also great","+","U",9
206,"The portions are generous","+","U",8
206,"The service is pretty hectic","+","U",1
206,"The service was quick","+","U",5
206,"Which was portabella, fresh mozzarella, tomato, lettuce, &amp; balsamic, and it was delicious","+","U",10
207,"Bar area is pretty standard","+","U",10
207,"Crowd was pretty mixed","+","U",1
207,"Dancing was fun","+","U",9
207,"Drinks were outrageously expensive","+","U",1
207,"Experience was as miserable","+","U",8
207,"Hate this place","+","U",1
207,"Music was in the genre of top 40s hip hop","+","U",1
208,"Drinks are decent","+","U",9
208,"Go there are approachable and friendly","+","U",6
208,"I ordered the irish cheeseburger and my friend ordered the soup and salad","+","U",10
208,"Music can be very loud","+","U",1
208,"Sandwiches are tasty","+","U",1
208,"The food was fine","+","U",8
208,"The music is hot, the crowd is very cool ( lots of regulars","+","U",1
208,"The usual repertoire of dance club sleaze reeking of axe and "" extreme","+","U",5
208,"This place is okay","+","U",1
208,"Wait staff was friendly as always and very helpful","+","U",1
208,"You hear that this dingy dirty little irish bar can","+","U",7
209,"Cheese platter app, fish and chips, and blue cheese/roasted fennel/greens salad are enjoyed with equal aplomb by my greedy","+","U",9
209,"Creme brulee was really tasty but cold ! ! wow, that's the worst review i've ever given, and i'll suffer a lot of average","+","U",1
209,"Girls had chicken fingers and fries, i ordered the new england chowder and the crabcake - the latter was absolutely delicious","+","U",1
209,"Hostess was not very friendly","+","U",1
209,"Love this place","+","U",6
209,"Mash potatoes and the gravy were too salty","+","U",8
209,"Pasta dish was tasteless and overcooked","+","U",10
209,"Pasta with pumpkin sauce was good","+","U",1
209,"The sandwich was great","+","U",1
209,"The service was promt and attentive but rather","+","U",5
209,"This is a great place to go","+","U",1
209,"Waitress was charming","+","U",7
21,"At least they are professional","+","U",7
21,"Ingredients are delicious and interesting","+","U",10
21,"Ingredients/toppings are just so good","+","U",1
21,"My favorites are the mgh ( cheese with spinach and broccoli), buffalo chicken","+","U",8
21,"Place is overpriced","+","U",6
21,"Sauce taste fresh, the crust is crumbly and thin","+","U",9
21,"Sign was like","+","U",1
21,"Their caesar salads are delicious as well","+","U",1
21,"To my apartment it is always soggy and floppy","+","U",1
21,"Uncommon pizzas are my favs","+","U",1
210,"Cheesecake dessert was yummy","+","U",8
210,"Chic, it's hip","+","U",5
210,"Flavor was a bit one-note","+","U",1
210,"Our server was witty, attentive and professional","+","U",1
210,"Oysters were delicious and fresh","+","U",1
210,"Roasted chicken with potatoes was nothing special ...just chicken","+","U",10
210,"Spring green risotto","+","U",1
210,"Staff was courteous","+","U",6
210,"The food was not excellent","+","U",9
210,"The sauce was a little salty","+","U",1
210,"The service was nice and quick, and friendly, not in the least bit snooty","+","U",7
211,"Bacon and cheese and termater omlet was my favorite","+","U",1
211,"Correct bloody mary's - spicy, delicious, and perfect hair","+","U",8
211,"Eggs benedict was the worst eggs benedict i've ever tasted -- the eggs had that fake denny's-eggs flavor","+","U",1
211,"It was sooooooooooooo much food","+","U",1
211,"Our service was very inattentive and not very pleasant","+","U",6
211,"Pancakes were just","+","U",9
211,"Potatoes on a friend's plate seemed to be microwaved frozen potato","+","U",10
211,"Staff is otherwise helpful, friendly","+","U",7
211,"The chicken was very tasty","+","U",1
211,"The jazz brunch can be","+","U",5
211,"The staff is super friendly","+","U",1
212,"Avocado is a great addition","+","U",1
212,"Bartender was really unfriendly and slow","+","U",7
212,"Burgers are solid","+","U",1
212,"It was a great comfortable atmosphere - dark &amp; intimate","+","U",1
212,"Our waitress was great at giving us beer suggestions and was helpful without hovering","+","U",6
212,"Prices are soooo","+","U",9
212,"Salads are better and more","+","U",8
212,"Service can be slow when they get busy, but not unreasonably slow","+","U",1
212,"Sweet potato fries are probably their trademark","+","U",1
212,"The prices are cheap cheap cheap","+","U",1
212,"This place is a great reliable option","+","U",5
212,"Top three favorite appetizers are the sweet potato fries, the middle eastern platter, and the southwestern quesadilla","+","U",10
213,"Appetizers are really good especially the scallop ceviche","+","U",9
213,"Bathroom was definately neat","+","U",5
213,"Food was delicious","+","U",1
213,"Frozen bellini was good","+","U",8
213,"Menu is pretty","+","U",1
213,"Oysters are fresh","+","U",1
213,"Restaurant's decor is very trendy and fun, with plenty of black lights and techno music to chill","+","U",1
213,"Standout was the juicy steak with its creamy potato puree","+","U",1
213,"The food was delicious (amazing cheese plate","+","U",10
213,"The lounge setting can be a dining place but with the loud music","+","U",7
213,"Waitress was very nice and attentive","+","U",6
214,"Angry shrimp which were very","+","U",8
214,"Appetizers were good - nachos were super cheesy and the spinach artichoke dip was more chunky full of veggies than creamy","+","U",1
214,"Burger was a little dry","+","U",1
214,"Fries were hot, crisp","+","U",1
214,"Seating area is clean","+","U",1
214,"Service is pretty poor","+","U",1
214,"Service was prompt","+","U",5
214,"The place is nice, but nothing special","+","U",7
214,"The salads are brobdignagian, and all the food is plentiful and great","+","U",1
214,"The service was great, we were seated right away, and our waiter was friendly and very attentive without being annoying","+","U",6
214,"They were slightly too fried and crispy for my liking, they were still tasty","+","U",9
214,"Turkey was a little dry","+","U",10
215,"Carbonara sauce tasted watered down and needed salt","+","U",1
215,"Dessert was fine","+","U",1
215,"Potato gnocci was rich, too rich and just","+","U",8
215,"Roasted garlic puree it sat on was delicious","+","U",9
215,"Service was impeccable","+","U",5
215,"Service was so attentive and quick to seek out","+","U",1
215,"Staff were kind and professional and took","+","U",7
215,"The food was good but not perfect","+","U",10
215,"The sheer drapes and warm lighting give it an elegant yet cozy","+","U",6
215,"Trio of pastas was wonderful as well","+","U",1
216,"Place is quite small","+","U",8
216,"The staff was very knowledgeable, helpful and fun","+","U",10
216,"This is a great activity for a lazy weekend","+","U",9
216,"This place was cool","+","U",1
217,"Bartender was really nice","+","U",5
217,"Crowd is a little pretentious, the space is great (especially when they open the upstairs bar","+","U",1
217,"Food was very mediocre","+","U",1
217,"Homefries were tasty","+","U",10
217,"I ordered the cobb salad, and it was tasty","+","U",1
217,"I ordered the shrimp and lobster pasta, and it was so delicious","+","U",8
217,"Service was unprofessional, random, and slow","+","U",1
217,"Steak frites was ok","+","U",9
217,"The crowd is good mix of young professionals","+","U",6
217,"The soup with basil oil drizzled on top","+","U",1
217,"There is a loud, noisy, rambunctious downstairs, and a quieter upstairs bar as well to escape the brash ambiance","+","U",7
218,"Favorite food is sushi","+","U",1
218,"I loved the kamikaze roll","+","U",8
218,"Interior looked classy and elegant","+","U",5
218,"Lights are dim, the decor modern with all","+","U",1
218,"Makimono rolls were good","+","U",1
218,"Miso cod was okay","+","U",1
218,"People are friendly and drinks","+","U",9
218,"Rolls were fresh and melted in my mouth","+","U",1
218,"Service at dinner was phenomenal","+","U",1
218,"Sushi roll combo","+","U",10
218,"The service was attentive and the atmosphere","+","U",6
218,"We were seated at 9:45","+","U",7
219,"Cuban was just delicious","+","U",1
219,"Meat was rubbery","+","U",9
219,"Pastrami sandwich is excellent","+","U",8
219,"Place has hands","+","U",5
219,"Pleasant and fresh flavor that was pretty tasty","+","U",1
219,"Potato salad was incredible","+","U",10
219,"Roast beef and peppers was grilled so it was all toasted together which was awesome","+","U",1
219,"The staff was friendly, they take credit cards","+","U",6
219,"Throwing away my chicken noodle soup -- it was pretty bland","+","U",1
219,"Took a little while to get to us, they took our names and called us after","+","U",7
219,"Working the counter was polite, friendly, and fast","+","U",1
22,"Delicious and it's pretty cheap","+","U",10
22,"Dirty chai is friggin awesome","+","U",1
22,"Eggs were poached well","+","U",1
22,"Portions were perfect","+","U",9
22,"Pumpkin spice chai latte","+","U",8
22,"Sandwich was amazing","+","U",1
22,"Staff was extremely accommodating and did not rush","+","U",7
22,"Table spaces are limited","+","U",1
22,"The waitress and owner gave phenomenal service","+","U",5
22,"This place is great","+","U",6
220,"Dipping sauce was amazing","+","U",1
220,"Enormous room is actually a teeny","+","U",1
220,"Hire people to create atmosphere","+","U",1
220,"It is a small intimate space","+","U",6
220,"It's a chill and relaxing environment","+","U",1
220,"Lemon drop martini is hands down the best lemon drop martini","+","U",10
220,"Pita bread were amazing","+","U",9
220,"Room is kind of small and crowded -- too small to really dance","+","U",5
220,"Their food is delicious","+","U",8
220,"This place is actually a good time","+","U",7
220,"Those loungy style couches and pillows that are kind of hip and stylish","+","U",1
220,"Walls are exposed brick and the tables are more like platforms where you sit","+","U",1
221,"Ice cream is sorta like my soft sweet melty chocolate infused heroine","+","U",10
221,"My brother always ordered a banana split","+","U",8
221,"Pieces were not","+","U",1
221,"Service is pretty horrible","+","U",6
221,"Star ice cream flavors at j.p. licks are: coffee white coffee watermelon sherbet in summer","+","U",9
221,"The decor, while both creative and unique is too mosaic","+","U",5
221,"The oreo cake batter flavor was the best","+","U",1
221,"This place plain ol","+","U",7
222,"Average indian food like","+","U",6
222,"Lassi's are yummy","+","U",9
222,"Metal trays are a bit flimsy","+","U",5
222,"Naan was good","+","U",1
222,"Rice was kinda dry and tasted old","+","U",1
222,"Saag paneer, dal, veggie samosas, chai and korma are all winners","+","U",1
222,"The food is standard fare - tasty samosas","+","U",8
222,"The music videos on the first floor are pure entertainment","+","U",1
222,"The staff are unfriendly and indifferent","+","U",7
222,"This place is awesome","+","U",1
222,"Tikka masala was creamy red","+","U",1
222,"Veggie samosas were a little dry","+","U",10
223,"All the food was great, the sausage was my favorite","+","U",1
223,"Atmosphere is charming","+","U",7
223,"Cornmeal layer was thicker than the crust","+","U",8
223,"Decor is charmingly","+","U",6
223,"Infamous sauce was a little soupy but very good","+","U",1
223,"Lamb and sausage bbq appetizer could warrant it's own restaurant","+","U",10
223,"Pizza is amazing","+","U",1
223,"Sausage and garlic pizza is crazy delicious","+","U",9
223,"The service was terrible","+","U",5
223,"We were seated the service was very prompt, maybe a bit","+","U",1
224,"Atmosphere inside is swanky","+","U",5
224,"Choices were the eggs benedict and the open faced omelette with goat cheese","+","U",9
224,"Day's special of mussels and lobster which was very","+","U",10
224,"Drinks are usually","+","U",1
224,"Fries were good","+","U",8
224,"Live cover music","+","U",7
224,"Pasta dishes arent typical cliche italian- they are full of subtle flavors and tasty sauces","+","U",1
224,"Staff was pretty","+","U",6
224,"The atmosphere is a very cool, not too hip","+","U",1
224,"The food is decent bar food","+","U",1
225,"Braised pork is good","+","U",1
225,"Fried quesadilla is awesome","+","U",1
225,"I hate this place","+","U",5
225,"Meat can be weird","+","U",1
225,"Quesadillas are excellent","+","U",8
225,"Salsa is pureed tomato","+","U",10
225,"Sometimes its really bland","+","U",9
225,"The beans are undercooked","+","U",1
225,"The staff was friendly enough","+","U",6
225,"They are still ridiculously cheap","+","U",7
225,"This place is awesome","+","U",1
226,"Black beans were excellent","+","U",8
226,"Guacamole was perfect","+","U",10
226,"Love, love this place","+","U",1
226,"Salsa was really hot and spicy with chunks of tomatoes and jalapeo seeds for hot","+","U",1
226,"Servers are all very nice and as attentive","+","U",1
226,"Service was still pretty slow","+","U",6
226,"The crust was nice and crunchy and drizzled with sour cream","+","U",1
226,"The decor of this place is laughable","+","U",5
226,"The salsa was ...just ok it had a good mix of chunky pieces","+","U",9
226,"The service is rarely decent, between disinterested servers who","+","U",1
226,"Tortilla chips are a little greasy","+","U",1
226,"Waitress was cool","+","U",7
227,"A good experience and a place i'd most likely visit again","+","U",5
227,"Chicken was tender and the salad was so unusual","+","U",1
227,"Cozy booth and our server was very friendly and helpful","+","U",6
227,"Else was delicious","+","U",1
227,"Food was clean, fresh","+","U",9
227,"Pabelln criollo is very flavorful","+","U",8
227,"Place is pretty small and very","+","U",1
227,"Prices are fair -- $ 8 for empanadas which are enough","+","U",1
227,"Service was prompt but not pushy","+","U",7
227,"Simple homestyle food that is fresh","+","U",1
227,"Wild mushroom empanadas were well-fried and decent but the salad they were served with was the true standout","+","U",10
228,"Burger is delicious","+","U",10
228,"Burgers are pretty","+","U",1
228,"Definetly loved the boston tea party ale ...we also tried, the watermelon and blueberry beer which were fantastic","+","U",1
228,"England clam chowder was delicious","+","U",9
228,"Food is just okay","+","U",1
228,"Nachos are amazing","+","U",8
228,"Place is huge","+","U",5
228,"Shrimp lunch plate","+","U",1
228,"Staff is very accomodating and the wait","+","U",7
228,"The atmosphere is laid back","+","U",1
228,"The waitstaff are knowledgeable, friendly, and willing","+","U",6
229,"Favorites are the lobster roll and the fried clam plate ...always cooked to perfection and truly tasty","+","U",10
229,"Fried ricotta beignets wth","+","U",1
229,"Gnocchi was a winner","+","U",1
229,"Lobster blt was much more filling and also quite good","+","U",1
229,"Our waitress was attentive and helpful with wine pairings and oyster","+","U",7
229,"Oysters were good and had all the fixins","+","U",1
229,"Raw oysters are yummy yummy","+","U",9
229,"Service was quick, professional, and friendly","+","U",6
229,"Subterranean space is very intimate and perfect","+","U",5
229,"The food was excellent but the portions were really small","+","U",8
229,"Vivacious evening crowd","+","U",1
229,"Waitress helped us","+","U",1
23,"Curry chicken salad","+","U",9
23,"Food is really simple","+","U",1
23,"Food, too, is pretty good","+","U",1
23,"Fruit and cheese platter was decent, but nothing too exciting","+","U",1
23,"Gladly go here","+","U",1
23,"Place is pretty","+","U",7
23,"Staff are always pretty friendly and efficient","+","U",1
23,"The atmosphere complements the waiters, a little grungy","+","U",5
23,"The sandwiches are great and fairly inventive","+","U",8
23,"The service outside can be less-attentive","+","U",6
23,"Vegan nacho is delicious","+","U",10
23,"Veggie chili is amazing","+","U",1
230,"Crust taste 10x","+","U",8
230,"Crust was unbelieveable","+","U",1
230,"Order was rude","+","U",7
230,"Pinocchio's is that it's exponentially better when it's fresh","+","U",1
230,"Sausage pizza is excellent","+","U",9
230,"Sicilian slices are thick","+","U",1
230,"Subs are good","+","U",1
230,"The pepperoni is better than","+","U",10
230,"This place is legendary","+","U",5
230,"This place is super cheap","+","U",6
230,"Tomato thing is just really really really delicious","+","U",1
231,"Great experience, not sure i'd give it 5 stars","+","U",7
231,"Grilled meats are excellent","+","U",1
231,"I highly recommend the puff pastries however ; the potato one is absolutely amazing","+","U",1
231,"It has perfect texture and flavor","+","U",9
231,"It tasted almost like a mashed","+","U",1
231,"Qabelee was quite good","+","U",8
231,"The food is absolutely delicious","+","U",10
231,"The main seating area is much","+","U",6
231,"The staff was not friendly, not patient","+","U",5
231,"Wait staff seemed pretty serious but the service was quite good","+","U",1
232,"Crust was perfect and thin, ingredients were flavorful and fresh","+","U",1
232,"I recommend the # 5 ( sweet sausage and caramelized onion","+","U",1
232,"Pizza is obviously delicious","+","U",1
232,"Pizza was a tasty thin crust with fresh ingredients and excellent crust to sauce to topping ratio","+","U",9
232,"Spinach is fresh","+","U",10
232,"The pizza is thin, especially the crust which was quite cracker-like","+","U",1
232,"The sandwiches and salads are awesome too","+","U",8
232,"The staff had been notified about culprit stray hairs","+","U",1
232,"The staff was extremely friendly and helpful","+","U",5
232,"This place is great","+","U",1
232,"This reasonably priced good quality pizza","+","U",7
233,"Cheese section is disappointing","+","U",10
233,"Food and wine at tj's are obviously better than at shaw's and stop","+","U",8
233,"Of community and homey atmosphere is still","+","U",7
233,"Salsa's are good","+","U",1
233,"Staff is very helpful and knowledgeable","+","U",5
233,"The key lime cheesecake, mochi and tiramisu ice cream are divine","+","U",1
233,"Their frozen foods are amazing, veggies are great","+","U",9
233,"This is a great place to buy","+","U",6
233,"This location is huge","+","U",1
234,"Avocados which were definitely fresh","+","U",1
234,"Bad customer service and she did n't even","+","U",6
234,"Black bean burger was pretty terrible","+","U",1
234,"Crab was not fishy and super delicious","+","U",1
234,"Food sure is tasty","+","U",1
234,"Pizza and pasta dishes are excellent","+","U",10
234,"Play music that is unrecognizably "" hip","+","U",5
234,"Risotto cakes were also tasteless","+","U",9
234,"Sauce on the spinach ravioli was stunning","+","U",8
234,"Staff was attentive and friendly","+","U",7
234,"Timothy i believe, was great and very prompt and serviced","+","U",1
235,"Credit card and receive a smile from friendly cashiers","+","U",6
235,"Eggs cooked perfectly, delicious home fries","+","U",8
235,"I ordered the curry chicken wrap and spicy mexican soup with cheese, and my boyfriend got the chicken with spinach wrap","+","U",1
235,"Lili's lunch is so good","+","U",1
235,"Smoothie was bland","+","U",1
235,"Take credit and debit cards","+","U",1
235,"Their food is fresh","+","U",9
235,"There was pretty delicious","+","U",1
235,"They were pretty","+","U",5
235,"This place is extra great because it","+","U",7
235,"Wrap tasted great","+","U",10
236,"Dolmathes, which are stuffed grape leaves, were plump and lemony","+","U",1
236,"Food is excellent","+","U",8
236,"Spinach pie was not the best i've","+","U",9
236,"Staff is super","+","U",7
236,"The gyro dinner plate and all were fabulous","+","U",1
236,"The tzatziki in it was delicious","+","U",10
236,"They serve at greek corner are the best i've ever had","+","U",1
236,"They were really accomodating, helpful, and overall wonderful","+","U",6
236,"This place is legendary","+","U",1
236,"Waitress, while very attractive was n't very friendly","+","U",5
237,"Assortment of food and sauces is very impressive","+","U",8
237,"Cool place to go for good food at a great price","+","U",1
237,"Employees are extremely helpful and friendly","+","U",1
237,"Food comes out pretty good","+","U",9
237,"Food is delicious","+","U",10
237,"Loud music was bumping throughout the whole place like a club","+","U",6
237,"Prices are fantastic - about","+","U",1
237,"The place is pretty nice on the inside with its sparkly floor, disco ball, and matching","+","U",1
237,"This place was ok","+","U",7
237,"Waitress was nice","+","U",5
238,"Bread basket is friggen awesome too","+","U",1
238,"Cakes and pork chops and both were so good","+","U",10
238,"Food is always excellent","+","U",9
238,"Food, too, is very flavorful","+","U",1
238,"Lady got: - smoked salmon with johnnycakes - quiche - crisp with brambleberries i enjoyed everything","+","U",1
238,"Mashed potatoes was the only dish i can say was really tasty","+","U",8
238,"Pudding dessert was delicious","+","U",1
238,"Recommend this restaurant for anyone craving","+","U",5
238,"Service was excellent","+","U",6
238,"Sides were asparagus and roasted potatoes","+","U",1
238,"The staff is all knowledgeable, friendly, and unobtrusive","+","U",7
239,"Bbq is good","+","U",1
239,"Brisket platter which was excellent","+","U",1
239,"Food was amazing","+","U",1
239,"Ginger tuna &amp; pork sausage dumplings -- interesting and delicious","+","U",1
239,"I ordered a grilled white pepper encrusted tuna and some fruit punch alchoholic mixed drink that was their signature","+","U",9
239,"Mary bar is pretty awesome","+","U",10
239,"Meat in my brisket sandwich was a touch dry","+","U",1
239,"Shrimp was obviously good as well, they're on the dinner menu and i've ordered them","+","U",8
239,"The bartender was super friendly without being annoying","+","U",6
239,"The waitress was very patient and attentive with our large group","+","U",7
239,"This is a great place, fresh, real food","+","U",5
239,"Waitress and she got mad, grabbed our drink and flipped out at the bartender telling him","+","U",1
24,"Chowder was pretty good, but not the best i've had","+","U",9
24,"Clam chowder and it was divine","+","U",10
24,"Crowd that watches them are also fantastically fun","+","U",1
24,"Food was okay","+","U",8
24,"Lively crowd with music in the back where you can dance and sing along or if you wanna chill head to the front and sit and watch the merry makers go","+","U",5
24,"Server was so terribly rude","+","U",7
24,"Service was unbelievably horrible","+","U",1
24,"The waitress was friendly and very meticulous not one","+","U",6
240,"Angus burger, and loved it","+","U",10
240,"Calamari was tender and not greasy","+","U",1
240,"Chicken was tender and scrumptious","+","U",8
240,"Different ones and they were all delicious","+","U",9
240,"Fisherman's stew and was overall pleased","+","U",1
240,"Food was hit or","+","U",1
240,"Not too dim lighting, exposed brick interior, mirrors that make the room","+","U",6
240,"The decor is welcoming and relaxing","+","U",1
240,"The service hit the sweet spot between attentive and not","+","U",1
240,"The service was fabulous - patient, attentive, and very knowledgeable","+","U",5
240,"This place has been pretty consistent","+","U",7
241,"Asparagus were tasty but not amazing","+","U",9
241,"Bartender was friendly","+","U",6
241,"Everything was pretty good","+","U",8
241,"Good salad and appetizer selections that were perfect","+","U",1
241,"Kobi steak and it was phenomenal","+","U",10
241,"Meal was delicious and very filling","+","U",1
241,"Our waitress was really helpful","+","U",7
241,"Service was great -- our server was very knowledgable","+","U",1
241,"Side was outstanding","+","U",1
241,"Steak tar tare is delicious","+","U",1
241,"The affected rough ambiance oozes hip elegance and the light designer touch is precise","+","U",5
241,"The ambiance is very nice balance between a modern and down-to-earth vibe through the arrangement of black wood furnishing","+","U",1
242,"Arancini are delicious","+","U",1
242,"Dishes were quite","+","U",10
242,"Grilled chicken panini was delicious","+","U",1
242,"Homemade fusilli was well-worth it -- not too doughy","+","U",8
242,"Pizza is also good","+","U",9
242,"Prices are cheap for hearty","+","U",5
242,"Sauce is tasty","+","U",1
242,"This place is by far the coolest place with the best food","+","U",7
242,"This place is solid","+","U",6
243,"Chicken seasoning was virtually undetectable","+","U",10
243,"Chicken was unfortunately very dry","+","U",1
243,"Chili verde, it's amazing","+","U",8
243,"Food was not awful","+","U",1
243,"I'll be very fair in my assessment of this place","+","U",7
243,"Rice is addictive","+","U",1
243,"Seasonings are far too strong","+","U",1
243,"Staff seems very detached and uninterested in the patrons","+","U",5
243,"The meat is so flavorful and juicy","+","U",9
243,"This place is open relatively late","+","U",6
244,"Barista crew seems on-it","+","U",1
244,"Cafe space can get crowded","+","U",5
244,"Cream was fantastic","+","U",9
244,"Cup was so small for $ 3 worth of hot","+","U",6
244,"Dark chocolate was tasty","+","U",10
244,"Flavors and they are all pretty good","+","U",1
244,"Hot chocolate is like liquid melted chocolate ...thick, creamy","+","U",1
244,"Macaroon was excellent","+","U",1
244,"Service was pretty quick","+","U",7
244,"The lemon cake was fabulous","+","U",8
245,"Chicken and shrimp double portion of fajitas and definately did not dissapoint","+","U",1
245,"Chicken burrito had maybe three pieces of chicken in it","+","U",9
245,"Dressing is ranch with a side of decent","+","U",8
245,"Food is decent","+","U",1
245,"Our server was a bit slow on ordering more drinks but she was nice","+","U",5
245,"Raspberry margaritas were okay","+","U",1
245,"The atmosphere is fun -- one big room, music that is audible but not so loud","+","U",1
245,"The decor and art on the walls is kind of cool","+","U",6
245,"The main meals are pretty","+","U",1
245,"The service was bad, the waitress actually interrupted","+","U",1
245,"Want good mexican food","+","U",7
245,"Warm chips and salsa for free which are great","+","U",10
246,"Breads are amazing","+","U",1
246,"Chocolate croissants are extremely tasty","+","U",1
246,"Coffee was quite","+","U",1
246,"Everything was amazing","+","U",5
246,"Place is very","+","U",7
246,"Prices were pretty reasonable","+","U",10
246,"Rustic tarts are awesome","+","U",1
246,"The customer service was friendly and courteous","+","U",6
246,"The service was awesome","+","U",8
246,"Two sweet chocolate coconut macaroons","+","U",9
247,"District is nerd girl","+","U",10
247,"Hats, naughty nurse costumes, dirty doctor smocks, strange","+","U",1
247,"Racks of cool 50's dresses, weird hats, and glamorous retro coats","+","U",1
247,"The staff is super","+","U",8
247,"This place is disgusting ...and","+","U",1
247,"You are diligent and thorough","+","U",9
248,"Bowling is disco-style at night, with cool lighting and a great mix of classic music","+","U",1
248,"Buffalo tenders were about as spicy as ketchup","+","U",8
248,"Dancing bowling pin","+","U",5
248,"Food is not bad","+","U",1
248,"Our waitress was very patient with us","+","U",6
248,"Place is overpriced","+","U",7
248,"The food is good -- they have decent pizza","+","U",9
248,"The food is pretty good","+","U",10
249,"Employees are friendly","+","U",1
249,"Entire staff at chameleon is super friendly","+","U",8
249,"Fix any problem with a professional yet friendly attitude","+","U",1
249,"Place was clean","+","U",10
249,"The staff is wonderful, friendly, and very knowledgeable about their","+","U",9
249,"This is a great place to go","+","U",1
249,"Very clean place, very sterile, very cozy - very awesome","+","U",1
25,"Appetizer portions are for one","+","U",1
25,"Food was amazing","+","U",10
25,"Food was beyond tasty","+","U",8
25,"Got great decor, it's like you are eating at someone","+","U",5
25,"Labna cheese with dates is delicious as an appetizer, and i've ordered the appetizer of seared scallops with pears","+","U",9
25,"Lamb is simply amazing","+","U",1
25,"Service was super slow","+","U",7
25,"Soup was deliciously smoky","+","U",1
25,"The food is pretty good","+","U",1
25,"The service is duly attentive","+","U",1
25,"The woman who waited on us was very nice","+","U",6
250,"Food was simple, fresh","+","U",1
250,"Gnocchi here is the best i've ever had","+","U",9
250,"It was a nice accompaniment","+","U",8
250,"Service was excellent","+","U",1
250,"Steak frites was just okay","+","U",1
250,"The lobster was quite tasty","+","U",1
250,"The main floor looked cool and casual, perfect","+","U",5
250,"The service was excellent-attentive without being intrusive","+","U",7
250,"Tiny scoop of eggnog ice cream was delicious too","+","U",10
250,"Vinegar reduction was delicious","+","U",1
250,"Waitress seemed enthusiastic","+","U",6
251,"Acoustics were good, drinks were moderately","+","U",9
251,"Bar staff was professional","+","U",7
251,"Bathrooms were clean and stocked with","+","U",1
251,"Crab cake and the sliders are delicious, cocktails tiny","+","U",8
251,"Floors, seating on the 3rd floor, bars on every level","+","U",6
251,"Food is severely over-priced","+","U",10
251,"Music and accoustics were great","+","U",5
251,"The decorations are awful","+","U",1
251,"The music venue equivalent to a crappy themed chain restaurant","+","U",1
251,"This second experience was much","+","U",1
251,"Wings were yummy","+","U",1
252,"Delicious tomato soup ) and my boyfriend ate the turkey club sandwich, which he","+","U",1
252,"Food was also priced well and was very tasty","+","U",9
252,"Fries were tasty and not too salty","+","U",1
252,"Grapefruit martini is also tasty","+","U",1
252,"Ice cream flavor varies daily","+","U",1
